warehouse_name,date,storage,next_day_storage
SC12,2023-11-11,20634,15744.0
SC12,2023-11-12,15744,4786.0
SC12,2023-11-13,4786,4020.0
SC12,2023-11-14,4020,3900.0
SC12,2023-11-15,3900,3843.0
SC12,2023-11-16,3843,3638.0
SC12,2023-11-17,3638,4567.0
SC12,2023-11-18,4567,3861.0
SC12,2023-11-19,3861,4073.0
SC12,2023-11-20,4073,4222.0
SC12,2023-11-21,4222,4249.0
SC12,2023-11-22,4249,4273.0
SC12,2023-11-23,4273,4320.0
SC12,2023-11-24,4320,4153.0
SC12,2023-11-25,4153,4130.0
SC12,2023-11-26,4130,4348.0
SC12,2023-11-27,4348,4329.0
SC12,2023-11-28,4329,4285.0
SC12,2023-11-29,4285,4049.0
SC12,2023-11-30,4049,
SC14,2023-08-01,3096,2229.0
SC14,2023-08-02,2229,2181.0
SC14,2023-08-03,2181,1789.0
SC14,2023-08-04,1789,1576.0
SC14,2023-08-05,1576,1333.0
SC14,2023-08-06,1333,1784.0
SC14,2023-08-07,1784,1547.0
SC14,2023-08-08,1547,1644.0
SC14,2023-08-09,1644,1728.0
SC14,2023-08-10,1728,1572.0
SC14,2023-08-11,1572,1408.0
SC14,2023-08-12,1408,1538.0
SC14,2023-08-13,1538,1573.0
SC14,2023-08-14,1573,1571.0
SC14,2023-08-15,1571,1659.0
SC14,2023-08-16,1659,1594.0
SC14,2023-08-17,1594,1462.0
SC14,2023-08-18,1462,1368.0
SC14,2023-08-19,1368,1359.0
SC14,2023-08-20,1359,1393.0
SC14,2023-08-21,1393,1517.0
SC14,2023-08-22,1517,1450.0
SC14,2023-08-23,1450,1469.0
SC14,2023-08-24,1469,1477.0
SC14,2023-08-25,1477,1496.0
SC14,2023-08-26,1496,1627.0
SC14,2023-08-27,1627,1832.0
SC14,2023-08-28,1832,1993.0
SC14,2023-08-29,1993,1900.0
SC14,2023-08-30,1900,1773.0
SC14,2023-08-31,1773,1461.0
SC14,2023-09-01,1461,1358.0
SC14,2023-09-02,1358,1403.0
SC14,2023-09-03,1403,1455.0
SC14,2023-09-04,1455,1032.0
SC14,2023-09-05,1032,1273.0
SC14,2023-09-06,1273,1125.0
SC14,2023-09-07,1125,1186.0
SC14,2023-09-08,1186,1115.0
SC14,2023-09-09,1115,1267.0
SC14,2023-09-10,1267,1598.0
SC14,2023-09-11,1598,1365.0
SC14,2023-09-12,1365,1322.0
SC14,2023-09-13,1322,1486.0
SC14,2023-09-14,1486,1475.0
SC14,2023-09-15,1475,1729.0
SC14,2023-09-16,1729,1698.0
SC14,2023-09-17,1698,1981.0
SC14,2023-09-18,1981,1730.0
SC14,2023-09-19,1730,1716.0
SC14,2023-09-20,1716,1768.0
SC14,2023-09-21,1768,1865.0
SC14,2023-09-22,1865,1796.0
SC14,2023-09-23,1796,1723.0
SC14,2023-09-24,1723,1869.0
SC14,2023-09-25,1869,1631.0
SC14,2023-09-26,1631,1368.0
SC14,2023-09-27,1368,1675.0
SC14,2023-09-28,1675,1758.0
SC14,2023-09-29,1758,1768.0
SC14,2023-09-30,1768,1601.0
SC14,2023-10-01,1601,1299.0
SC14,2023-10-02,1299,1202.0
SC14,2023-10-03,1202,1212.0
SC14,2023-10-04,1212,1138.0
SC14,2023-10-05,1138,1118.0
SC14,2023-10-06,1118,1097.0
SC14,2023-10-07,1097,1010.0
SC14,2023-10-08,1010,1114.0
SC14,2023-10-09,1114,1068.0
SC14,2023-10-10,1068,1022.0
SC14,2023-10-11,1022,1369.0
SC14,2023-10-12,1369,1268.0
SC14,2023-10-13,1268,1242.0
SC14,2023-10-14,1242,1254.0
SC14,2023-10-15,1254,1448.0
SC14,2023-10-16,1448,1321.0
SC14,2023-10-17,1321,1447.0
SC14,2023-10-18,1447,1262.0
SC14,2023-10-19,1262,1299.0
SC14,2023-10-20,1299,1318.0
SC14,2023-10-21,1318,1254.0
SC14,2023-10-22,1254,1397.0
SC14,2023-10-23,1397,1491.0
SC14,2023-10-24,1491,1535.0
SC14,2023-10-25,1535,1432.0
SC14,2023-10-26,1432,1430.0
SC14,2023-10-27,1430,1357.0
SC14,2023-10-28,1357,1254.0
SC14,2023-10-29,1254,1690.0
SC14,2023-10-30,1690,1669.0
SC14,2023-10-31,1669,1513.0
SC14,2023-11-01,1513,1661.0
SC14,2023-11-02,1661,1593.0
SC14,2023-11-03,1593,1195.0
SC14,2023-11-04,1195,1152.0
SC14,2023-11-05,1152,1301.0
SC14,2023-11-06,1301,1252.0
SC14,2023-11-07,1252,1154.0
SC14,2023-11-08,1154,1226.0
SC14,2023-11-09,1226,1376.0
SC14,2023-11-10,1376,1521.0
SC14,2023-11-11,1521,1575.0
SC14,2023-11-12,1575,1360.0
SC14,2023-11-13,1360,1396.0
SC14,2023-11-14,1396,1518.0
SC14,2023-11-15,1518,1656.0
SC14,2023-11-16,1656,1695.0
SC14,2023-11-17,1695,1388.0
SC14,2023-11-18,1388,1214.0
SC14,2023-11-19,1214,1382.0
SC14,2023-11-20,1382,1391.0
SC14,2023-11-21,1391,1498.0
SC14,2023-11-22,1498,1473.0
SC14,2023-11-23,1473,1478.0
SC14,2023-11-24,1478,1363.0
SC14,2023-11-25,1363,1392.0
SC14,2023-11-26,1392,1592.0
SC14,2023-11-27,1592,1510.0
SC14,2023-11-28,1510,1653.0
SC14,2023-11-29,1653,1791.0
SC14,2023-11-30,1791,
SC15,2023-08-01,3037,3240.0
SC15,2023-08-02,3240,3259.0
SC15,2023-08-03,3259,4364.0
SC15,2023-08-04,4364,3376.0
SC15,2023-08-05,3376,3114.0
SC15,2023-08-06,3114,3306.0
SC15,2023-08-07,3306,3203.0
SC15,2023-08-08,3203,3536.0
SC15,2023-08-09,3536,3884.0
SC15,2023-08-10,3884,4137.0
SC15,2023-08-11,4137,3679.0
SC15,2023-08-12,3679,3566.0
SC15,2023-08-13,3566,3374.0
SC15,2023-08-14,3374,3962.0
SC15,2023-08-15,3962,3954.0
SC15,2023-08-16,3954,4535.0
SC15,2023-08-17,4535,4295.0
SC15,2023-08-18,4295,4460.0
SC15,2023-08-19,4460,3705.0
SC15,2023-08-20,3705,3925.0
SC15,2023-08-21,3925,4264.0
SC15,2023-08-22,4264,4595.0
SC15,2023-08-23,4595,4501.0
SC15,2023-08-24,4501,4467.0
SC15,2023-08-25,4467,4231.0
SC15,2023-08-26,4231,4406.0
SC15,2023-08-27,4406,3799.0
SC15,2023-08-28,3799,4536.0
SC15,2023-08-29,4536,4373.0
SC15,2023-08-30,4373,4382.0
SC15,2023-08-31,4382,4533.0
SC15,2023-09-01,4533,3784.0
SC15,2023-09-02,3784,4046.0
SC15,2023-09-03,4046,3558.0
SC15,2023-09-04,3558,3395.0
SC15,2023-09-05,3395,3787.0
SC15,2023-09-06,3787,3758.0
SC15,2023-09-07,3758,4519.0
SC15,2023-09-08,4519,4547.0
SC15,2023-09-09,4547,3647.0
SC15,2023-09-10,3647,3543.0
SC15,2023-09-11,3543,4271.0
SC15,2023-09-12,4271,4266.0
SC15,2023-09-13,4266,3830.0
SC15,2023-09-14,3830,3960.0
SC15,2023-09-15,3960,4234.0
SC15,2023-09-16,4234,3918.0
SC15,2023-09-17,3918,3471.0
SC15,2023-09-18,3471,3120.0
SC15,2023-09-19,3120,4566.0
SC15,2023-09-20,4566,4481.0
SC15,2023-09-21,4481,4394.0
SC15,2023-09-22,4394,3441.0
SC15,2023-09-23,3441,3287.0
SC15,2023-09-24,3287,3868.0
SC15,2023-09-25,3868,5163.0
SC15,2023-09-26,5163,5063.0
SC15,2023-09-27,5063,4424.0
SC15,2023-09-28,4424,3883.0
SC15,2023-09-29,3883,3217.0
SC15,2023-09-30,3217,2587.0
SC15,2023-10-01,2587,2295.0
SC15,2023-10-02,2295,2619.0
SC15,2023-10-03,2619,2277.0
SC15,2023-10-04,2277,2866.0
SC15,2023-10-05,2866,3280.0
SC15,2023-10-06,3280,3074.0
SC15,2023-10-07,3074,4266.0
SC15,2023-10-08,4266,3977.0
SC15,2023-10-09,3977,4483.0
SC15,2023-10-10,4483,4341.0
SC15,2023-10-11,4341,4247.0
SC15,2023-10-12,4247,4612.0
SC15,2023-10-13,4612,4145.0
SC15,2023-10-14,4145,4332.0
SC15,2023-10-15,4332,3789.0
SC15,2023-10-16,3789,3749.0
SC15,2023-10-17,3749,4173.0
SC15,2023-10-18,4173,4269.0
SC15,2023-10-19,4269,4370.0
SC15,2023-10-20,4370,4014.0
SC15,2023-10-21,4014,3865.0
SC15,2023-10-22,3865,3679.0
SC15,2023-10-23,3679,4795.0
SC15,2023-10-24,4795,5463.0
SC15,2023-10-25,5463,5131.0
SC15,2023-10-26,5131,5485.0
SC15,2023-10-27,5485,5191.0
SC15,2023-10-28,5191,4824.0
SC15,2023-10-29,4824,4303.0
SC15,2023-10-30,4303,4808.0
SC15,2023-10-31,4808,5937.0
SC15,2023-11-01,5937,4425.0
SC15,2023-11-02,4425,5392.0
SC15,2023-11-03,5392,4748.0
SC15,2023-11-04,4748,4522.0
SC15,2023-11-05,4522,3899.0
SC15,2023-11-06,3899,4778.0
SC15,2023-11-07,4778,4243.0
SC15,2023-11-08,4243,4532.0
SC15,2023-11-09,4532,5125.0
SC15,2023-11-10,5125,4521.0
SC15,2023-11-11,4521,5772.0
SC15,2023-11-12,5772,3822.0
SC15,2023-11-13,3822,4500.0
SC15,2023-11-14,4500,3786.0
SC15,2023-11-15,3786,3886.0
SC15,2023-11-16,3886,5205.0
SC15,2023-11-17,5205,4413.0
SC15,2023-11-18,4413,3818.0
SC15,2023-11-19,3818,3345.0
SC15,2023-11-20,3345,4086.0
SC15,2023-11-21,4086,4805.0
SC15,2023-11-22,4805,4198.0
SC15,2023-11-23,4198,4174.0
SC15,2023-11-24,4174,4200.0
SC15,2023-11-25,4200,3682.0
SC15,2023-11-26,3682,3696.0
SC15,2023-11-27,3696,3443.0
SC15,2023-11-28,3443,5341.0
SC15,2023-11-29,5341,5464.0
SC15,2023-11-30,5464,
SC16,2023-08-01,2202,1926.0
SC16,2023-08-02,1926,1635.0
SC16,2023-08-03,1635,2423.0
SC16,2023-08-04,2423,2198.0
SC16,2023-08-05,2198,1710.0
SC16,2023-08-06,1710,1615.0
SC16,2023-08-07,1615,1607.0
SC16,2023-08-08,1607,1461.0
SC16,2023-08-09,1461,1707.0
SC16,2023-08-10,1707,2070.0
SC16,2023-08-11,2070,1900.0
SC16,2023-08-12,1900,1466.0
SC16,2023-08-13,1466,1504.0
SC16,2023-08-14,1504,1697.0
SC16,2023-08-15,1697,1695.0
SC16,2023-08-16,1695,1782.0
SC16,2023-08-17,1782,2259.0
SC16,2023-08-18,2259,1989.0
SC16,2023-08-19,1989,1611.0
SC16,2023-08-20,1611,1592.0
SC16,2023-08-21,1592,1673.0
SC16,2023-08-22,1673,1659.0
SC16,2023-08-23,1659,2050.0
SC16,2023-08-24,2050,2623.0
SC16,2023-08-25,2623,2219.0
SC16,2023-08-26,2219,1705.0
SC16,2023-08-27,1705,1713.0
SC16,2023-08-28,1713,1916.0
SC16,2023-08-29,1916,1847.0
SC16,2023-08-30,1847,1847.0
SC16,2023-08-31,1847,3470.0
SC16,2023-09-01,3470,3114.0
SC16,2023-09-02,3114,2312.0
SC16,2023-09-03,2312,2309.0
SC16,2023-09-04,2309,2196.0
SC16,2023-09-05,2196,2235.0
SC16,2023-09-06,2235,3261.0
SC16,2023-09-07,3261,3170.0
SC16,2023-09-08,3170,3162.0
SC16,2023-09-09,3162,2371.0
SC16,2023-09-10,2371,2275.0
SC16,2023-09-11,2275,2443.0
SC16,2023-09-12,2443,2316.0
SC16,2023-09-13,2316,2524.0
SC16,2023-09-14,2524,3040.0
SC16,2023-09-15,3040,3150.0
SC16,2023-09-16,3150,2571.0
SC16,2023-09-17,2571,2593.0
SC16,2023-09-18,2593,2911.0
SC16,2023-09-19,2911,3428.0
SC16,2023-09-20,3428,3292.0
SC16,2023-09-21,3292,3431.0
SC16,2023-09-22,3431,4096.0
SC16,2023-09-23,4096,3800.0
SC16,2023-09-24,3800,3733.0
SC16,2023-09-25,3733,3762.0
SC16,2023-09-26,3762,3917.0
SC16,2023-09-27,3917,3735.0
SC16,2023-09-28,3735,2570.0
SC16,2023-09-29,2570,1846.0
SC16,2023-09-30,1846,1808.0
SC16,2023-10-01,1808,1438.0
SC16,2023-10-02,1438,1409.0
SC16,2023-10-03,1409,1330.0
SC16,2023-10-04,1330,1614.0
SC16,2023-10-05,1614,1885.0
SC16,2023-10-06,1885,2005.0
SC16,2023-10-07,2005,2015.0
SC16,2023-10-08,2015,1777.0
SC16,2023-10-09,1777,1892.0
SC16,2023-10-10,1892,2005.0
SC16,2023-10-11,2005,2016.0
SC16,2023-10-12,2016,2489.0
SC16,2023-10-13,2489,2200.0
SC16,2023-10-14,2200,2097.0
SC16,2023-10-15,2097,1876.0
SC16,2023-10-16,1876,2464.0
SC16,2023-10-17,2464,1891.0
SC16,2023-10-18,1891,2257.0
SC16,2023-10-19,2257,3820.0
SC16,2023-10-20,3820,2399.0
SC16,2023-10-21,2399,1807.0
SC16,2023-10-22,1807,3022.0
SC16,2023-10-23,3022,5044.0
SC16,2023-10-24,5044,3224.0
SC16,2023-10-25,3224,2648.0
SC16,2023-10-26,2648,4392.0
SC16,2023-10-27,4392,3352.0
SC16,2023-10-28,3352,2745.0
SC16,2023-10-29,2745,2405.0
SC16,2023-10-30,2405,3818.0
SC16,2023-10-31,3818,7546.0
SC16,2023-11-01,7546,5520.0
SC16,2023-11-02,5520,3859.0
SC16,2023-11-03,3859,4045.0
SC16,2023-11-04,4045,3372.0
SC16,2023-11-05,3372,2459.0
SC16,2023-11-06,2459,3631.0
SC16,2023-11-07,3631,3377.0
SC16,2023-11-08,3377,2661.0
SC16,2023-11-09,2661,3158.0
SC16,2023-11-10,3158,7096.0
SC16,2023-11-11,7096,6951.0
SC16,2023-11-12,6951,7448.0
SC16,2023-11-13,7448,5552.0
SC16,2023-11-14,5552,2974.0
SC16,2023-11-15,2974,2679.0
SC16,2023-11-16,2679,2749.0
SC16,2023-11-17,2749,2190.0
SC16,2023-11-18,2190,1849.0
SC16,2023-11-19,1849,1733.0
SC16,2023-11-20,1733,1919.0
SC16,2023-11-21,1919,1906.0
SC16,2023-11-22,1906,1998.0
SC16,2023-11-23,1998,2643.0
SC16,2023-11-24,2643,2613.0
SC16,2023-11-25,2613,2232.0
SC16,2023-11-26,2232,2242.0
SC16,2023-11-27,2242,2159.0
SC16,2023-11-28,2159,2187.0
SC16,2023-11-29,2187,2326.0
SC16,2023-11-30,2326,
SC17,2023-08-01,17057,17204.0
SC17,2023-08-02,17204,17128.0
SC17,2023-08-03,17128,16876.0
SC17,2023-08-04,16876,16515.0
